uf,municipio,segmento_cliente,natureza_juridica,fonte_cliente,cnae_codigo,cnae_descricao,capital_social,idade_cnpj,serasa_contagem_negativacoes,serasa_contagem_protestos,serasa_idade_divida_mais_recente,serasa_credores,serasa_socio_tem_negativacao,ifood_contagem_avaliacoes,ifood_faixa_preco,google_maps_avaliacao,google_maps_contagem_avaliacoes,google_maps_tem_website,inadimplente
PB,JOAO PESSOA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.22-9-02,Peixaria,"(15000, 20000]","(1600, 2000]",0,0,,,0,,,,,,0
PE,RECIFE,Mercearia & Mercado,206-2 - Sociedade Empresária Limitada,Fonte 1,47.23-7-00,Comércio varejista de bebidas,"(8000, 10000]","(2000, 2400]",0,0,,,0,,,,,,0
PE,RECIFE,Saudável,213-5 - Empresário (Individual),Fonte 2,56.11-2-01,Restaurantes e similares,"(200, 1000]","(750, 900]",0,0,,,0,"(5, 10]",$,,,,0
PE,CARUARU,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 1,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(200, 1000]","(0, 25]",0,0,,,0,,,,,,1
CE,FORTALEZA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(3000, 5000]","(1600, 2000]",0,0,,,1,,,,,,0
AL,MACEIO,Pizza & Massas,206-2 - Sociedade Empresária Limitada,Fonte 5,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(50000, 70000]","(1300, 1600]",0,0,,,1,,,,,,0
PB,JOAO PESSOA,Conveniência,206-2 - Sociedade Empresária Limitada,Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(70000, 100000]","(4000, 5000]",0,0,,,0,,,,,,0
PE,RECIFE,Pizza & Massas,213-5 - Empresário (Individual),Fonte 1,56.20-1-02,Serviços de alimentação para eventos e recepções - bufê,"(2000, 3000]","(750, 900]",6,0,1,Alimentos e Bebidas,0,,,,,,1
CE,FORTALEZA,Office - Escolas & Escritórios & Consultórios & Associações,213-5 - Empresário (Individual),Fonte 1,47.44-0-01,Comércio varejista de ferragens e ferramentas,"(200, 1000]","(3000, 4000]",0,0,,,1,,,,,,0
CE,CAUCAIA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(200, 1000]","(450, 600]",0,0,,,1,,,,,,0
PE,RECIFE,Atacarejo & Supermercado,213-5 - Empresário (Individual),Fonte 5,47.21-1-02,Padaria e confeitaria com predominância de revenda,"(50000, 70000]","(750, 900]",1,0,25,Alimentos e Bebidas,1,,,,,,1
CE,CAUCAIA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 1,47.21-1-02,Padaria e confeitaria com predominância de revenda,"(3000, 5000]","(3000, 4000]",0,0,,,0,,,,,,0
AL,MACEIO,Hotel,206-2 - Sociedade Empresária Limitada,Fonte 5,55.10-8-01,Hotéis,"(70000, 100000]","(2400, 3000]",0,1,34,,0,,,,,,0
CE,CAUCAIA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 5,56.11-2-01,Restaurantes e similares,"(5000, 8000]","(5000, 8000]",4,0,1,"Comércio, Representação Comercial",0,"(30, 50]",$$$,,,,0
PB,JOAO PESSOA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.11-2-01,Restaurantes e similares,"(3000, 5000]","(250, 350]",0,0,,,0,,,,,,0
CE,CAUCAIA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 5,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(2000, 3000]","(5000, 8000]",0,0,,,0,,,,,,0
AL,MACEIO,Distribuidor,206-2 - Sociedade Empresária Limitada,Fonte 5,47.22-9-01,Comércio varejista de carnes - açougues,"(20000, 30000]","(900, 1150]",2,0,4,Tecnologia e Pagamentos,1,,,,,,0
PB,JOAO PESSOA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(3000, 5000]","(1300, 1600]",0,0,,,0,,,,,,0
AL,MACEIO,Padaria,213-5 - Empresário (Individual),Fonte 5,47.21-1-02,Padaria e confeitaria com predominância de revenda,"(3000, 5000]","(350, 450]",0,0,,,1,,,,,,0
AL,MACEIO,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 5,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(8000, 10000]","(3000, 4000]",1,0,38,Alimentos e Bebidas,0,,,,,,0
CE,CAUCAIA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 1,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(3000, 5000]","(100, 150]",0,0,,,1,,,,,,1
PB,JOAO PESSOA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.11-2-01,Restaurantes e similares,"(15000, 20000]","(3000, 4000]",0,0,,,0,,,,,,0
CE,FORTALEZA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 5,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(3000, 5000]","(1300, 1600]",0,0,,,0,,,,,,0
CE,CAUCAIA,Padaria,213-5 - Empresário (Individual),Fonte 1,47.21-1-02,Padaria e confeitaria com predominância de revenda,"(3000, 5000]","(4000, 5000]",0,0,,,0,,,,,,0
PB,JOAO PESSOA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(1500, 2000]","(150, 250]",0,0,,,1,,,,,,0
PE,SAO CAITANO,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,56.12-1-00,Serviços ambulantes de alimentação,"(8000, 10000]","(3000, 4000]",0,0,,,0,,,,,,0
PB,JOAO PESSOA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 5,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(1500, 2000]","(2400, 3000]",0,0,,,1,,,,,,0
AL,MACEIO,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 5,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(30000, 50000]","(4000, 5000]",0,0,,,0,,,,,,0
CE,CAUCAIA,Cafeteria,213-5 - Empresário (Individual),Fonte 1,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(3000, 5000]","(150, 250]",0,0,,,1,,,,,,0
CE,FORTALEZA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 5,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(3000, 5000]","(900, 1150]",0,0,,,1,,,,,,0
PE,TAMANDARE,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 5,47.29-6-02,Comércio varejista de mercadorias em lojas de conveniência,"(70000, 100000]","(1600, 2000]",0,0,,,1,,,,,,0
CE,FORTALEZA,Pizza & Massas,213-5 - Empresário (Individual),Fonte 5,56.20-1-02,Serviços de alimentação para eventos e recepções - bufê,"(3000, 5000]","(0, 25]",0,0,,,0,,,,,,0
PE,OLINDA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 5,47.21-1-03,Comércio varejista de laticínios e frios,"(10000, 15000]","(50, 100]",0,0,,,0,,,,,,0
PE,RECIFE,Pizza & Massas,213-5 - Empresário (Individual),Fonte 5,56.20-1-02,Serviços de alimentação para eventos e recepções - bufê,"(1500, 2000]","(2000, 2400]",0,0,,,1,,$$$,,,,1
CE,CAUCAIA,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 1,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(10000, 15000]","(150, 250]",0,0,,,0,,,,,,0
CE,FORTALEZA,Padaria,213-5 - Empresário (Individual),Fonte 1,47.21-1-02,Padaria e confeitaria com predominância de revenda,"(200, 1000]","(600, 750]",0,0,,,0,"(100, 200]",$,,,,0
CE,FORTALEZA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(5000, 8000]","(4000, 5000]",6,0,30,"Alimentos e Bebidas, Alimentos e Bebidas",1,,,,,,1
AL,MACEIO,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,"(70000, 100000]","(3000, 4000]",0,0,,,0,,,,,,0
CE,CAUCAIA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 5,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(2000, 3000]","(150, 250]",0,0,,,0,,,,,,1
PE,RECIFE,Bar,213-5 - Empresário (Individual),Fonte 1,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(200, 1000]","(600, 750]",0,0,,,0,"(5, 10]",$,,,,0
PB,JOAO PESSOA,Doces & Confeitaria,206-2 - Sociedade Empresária Limitada,Fonte 1,47.89-0-99,Comércio varejista de outros produtos não especificados anteriormente,"(70000, 100000]","(2400, 3000]",0,6,7,,1,,,,,,0
CE,CAUCAIA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(3000, 5000]","(250, 350]",0,0,,,1,,,,,,1
CE,CAUCAIA,Distribuidor,206-2 - Sociedade Empresária Limitada,Fonte 1,47.21-1-03,Comércio varejista de laticínios e frios,"(15000, 20000]","(250, 350]",0,0,,,0,,,,,,0
CE,FORTALEZA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.72-5-00,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal","(3000, 5000]","(900, 1150]",0,0,,,0,,,,,,0
CE,CAUCAIA,Padaria,213-5 - Empresário (Individual),Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(5000, 8000]","(4000, 5000]",0,0,,,1,,,,,,0
CE,FORTALEZA,Bar,213-5 - Empresário (Individual),Fonte 2,56.11-2-04,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento","(20000, 30000]","(100, 150]",0,0,,,0,,,,,,0
CE,FORTALEZA,Churrascaria,213-5 - Empresário (Individual),Fonte 5,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(15000, 20000]","(600, 750]",0,0,,,1,,,,,,0
PE,RECIFE,Atacarejo & Supermercado,213-5 - Empresário (Individual),Fonte 5,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(3000, 5000]","(0, 25]",0,0,,,0,,,,,,1
PE,CARPINA,Pizza & Massas,213-5 - Empresário (Individual),Fonte 5,56.20-1-02,Serviços de alimentação para eventos e recepções - bufê,"(3000, 5000]","(600, 750]",0,0,,,1,,,,,,1
AL,MACEIO,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,"(30000, 50000]","(750, 900]",0,0,,,1,,,,,,0
PE,RECIFE,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(70000, 100000]","(50, 100]",0,0,,,0,,,"(4.5, 5.0]","(5, 10]",1,0
PE,RECIFE,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 2,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(70000, 100000]","(25, 50]",0,0,,,0,,,,,,0
PE,RECIFE,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.89-0-04,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,"(2000, 3000]","(250, 350]",0,0,,,0,,,,,,0
CE,CAUCAIA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.11-2-01,Restaurantes e similares,"(1500, 2000]","(2000, 2400]",2,0,28,Alimentos e Bebidas,1,,,,,,0
CE,FORTALEZA,Japonês & Chinês & Asiático,213-5 - Empresário (Individual),Fonte 5,56.11-2-01,Restaurantes e similares,"(10000, 15000]","(1600, 2000]",1,1,4,Bancos e Financeiro,1,,,,,,0
CE,FORTALEZA,Japonês & Chinês & Asiático,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,"(30000, 50000]","(1600, 2000]",0,4,4,,1,"(50, 100]",$,,,,0
PE,RECIFE,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 2,56.11-2-01,Restaurantes e similares,"(200, 1000]","(1150, 1300]",0,0,,,1,"(100, 200]",$,,,,0
CE,CAUCAIA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.11-2-01,Restaurantes e similares,"(8000, 10000]","(2000, 2400]",0,0,,,0,,,,,,0
PE,BEZERROS,Padaria,213-5 - Empresário (Individual),Fonte 1,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(8000, 10000]","(5000, 8000]",0,0,,,1,,,,,,0
PE,CARPINA,Padaria,213-5 - Empresário (Individual),Fonte 5,47.21-1-02,Padaria e confeitaria com predominância de revenda,"(3000, 5000]","(1300, 1600]",0,0,,,1,,,,,,0
PE,CARPINA,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 5,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(30000, 50000]","(2400, 3000]",2,0,39,Financeiro,1,,,,,,0
CE,FORTALEZA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 2,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(20000, 30000]","(600, 750]",1,0,20,Tecnologia e Pagamentos,1,,$,,,,0
PB,JOAO PESSOA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.29-6-99,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,"(15000, 20000]","(1600, 2000]",9,1,9,"Distribuição, Distribuição",1,,,,,,1
CE,FORTALEZA,Padaria,213-5 - Empresário (Individual),Fonte 1,47.21-1-03,Comércio varejista de laticínios e frios,"(3000, 5000]","(250, 350]",0,0,,,0,,,,,,0
CE,CAUCAIA,Bar,213-5 - Empresário (Individual),Fonte 1,47.23-7-00,Comércio varejista de bebidas,"(2000, 3000]","(1300, 1600]",0,0,,,1,,,,,,1
PB,JOAO PESSOA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 5,56.11-2-01,Restaurantes e similares,"(1500, 2000]","(1300, 1600]",0,0,,,1,,,,,,0
PB,JOAO PESSOA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 5,56.11-2-01,Restaurantes e similares,"(3000, 5000]","(750, 900]",0,0,,,1,,,,,,0
PE,RECIFE,Hotel,206-2 - Sociedade Empresária Limitada,Fonte 5,55.10-8-01,Hotéis,"(100000, 200000]","(600, 750]",1,0,2,Serviços Públicos,0,,,"(3.0, 4.0]","(500, 750]",1,0
PE,GRAVATA,Conveniência,206-2 - Sociedade Empresária Limitada,Fonte 2,46.23-1-99,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,"(10000, 15000]","(1300, 1600]",1,0,10,Tecnologia,1,,,,,,0
PE,RECIFE,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.11-2-01,Restaurantes e similares,"(200, 1000]","(0, 25]",0,0,,,1,,,,,,1
PE,RECIFE,Açaí & Sorvetes,213-5 - Empresário (Individual),Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(10000, 15000]","(3000, 4000]",0,1,5,,0,"(10, 20]",$,"(4.5, 5.0]","(0, 5]",1,1
CE,FORTALEZA,Padaria,213-5 - Empresário (Individual),Fonte 1,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(5000, 8000]","(8000, 25000]",0,0,,,0,,,,,,0
PE,RECIFE,Hambúrguer,213-5 - Empresário (Individual),Fonte 1,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(8000, 10000]","(25, 50]",0,0,,,0,,,,,,1
CE,FORTALEZA,Padaria,213-5 - Empresário (Individual),Fonte 1,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(8000, 10000]","(8000, 25000]",0,0,,,0,,,,,,0
CE,FORTALEZA,Office - Escolas & Escritórios & Consultórios & Associações,213-5 - Empresário (Individual),Fonte 1,47.72-5-00,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal","(3000, 5000]","(4000, 5000]",0,0,,,0,,,,,,0
CE,HORIZONTE,Hambúrguer,213-5 - Empresário (Individual),Fonte 1,18.13-0-01,Impressão de material para uso publicitário,"(1500, 2000]","(250, 350]",0,0,,,1,,,,,,1
PE,JABOATAO DOS GUARARAPES,Padaria,213-5 - Empresário (Individual),Fonte 1,47.21-1-02,Padaria e confeitaria com predominância de revenda,"(70000, 100000]","(600, 750]",0,0,,,1,,,"(4.5, 5.0]","(5, 10]",1,0
AL,MACEIO,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 5,47.22-9-01,Comércio varejista de carnes - açougues,"(20000, 30000]","(1300, 1600]",4,1,13,"Bancos e Financeiro, Energia",1,,,,,,0
PB,JOAO PESSOA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 5,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(1500, 2000]","(0, 25]",0,0,,,1,,,,,,0
PB,JOAO PESSOA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(200, 1000]","(1300, 1600]",0,0,,,0,,,,,,0
CE,CASCAVEL,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 5,56.11-2-01,Restaurantes e similares,"(20000, 30000]","(900, 1150]",0,0,,,1,,,,,,1
CE,FORTALEZA,Pizza & Massas,213-5 - Empresário (Individual),Fonte 1,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(3000, 5000]","(0, 25]",0,0,,,1,,,,,,1
PB,JOAO PESSOA,Hambúrguer,213-5 - Empresário (Individual),Fonte 1,96.02-5-01,"Cabeleireiros, manicure e pedicure","(0, 1]","(4000, 5000]",0,0,,,1,,,,,,1
CE,AQUIRAZ,Mercearia & Mercado,206-2 - Sociedade Empresária Limitada,Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(20000, 30000]","(1300, 1600]",0,0,,,0,,,,,,0
AL,MACEIO,Padaria,213-5 - Empresário (Individual),Fonte 5,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(8000, 10000]","(8000, 25000]",0,0,,,0,,,,,,0
PB,JOAO PESSOA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(0, 1]","(4000, 5000]",0,0,,,0,,,,,,0
AL,MACEIO,Bar,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,"(70000, 100000]","(8000, 25000]",0,0,,,1,,,,,,0
CE,PACAJUS,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 1,47.21-1-02,Padaria e confeitaria com predominância de revenda,"(70000, 100000]","(100, 150]",0,0,,,0,,,,,,0
PE,RECIFE,Hambúrguer,213-5 - Empresário (Individual),Fonte 1,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(3000, 5000]","(1300, 1600]",3,0,5,"Bancos e Financeiro, Financeiro",1,"(100, 200]",$,,,,0
CE,PACAJUS,Lanches & Salgados,206-2 - Sociedade Empresária Limitada,Fonte 5,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(15000, 20000]","(150, 250]",0,0,,,1,,,,,,0
PE,CARPINA,Lanches & Salgados,206-2 - Sociedade Empresária Limitada,Fonte 5,82.30-0-02,Casas de festas e eventos,"(70000, 100000]","(350, 450]",0,0,,,0,,,,,,0
PE,RECIFE,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 1,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(3000, 5000]","(2000, 2400]",0,0,,,1,,,,,,1
PE,RECIFE,Mercearia & Mercado,206-2 - Sociedade Empresária Limitada,Fonte 1,47.21-1-02,Padaria e confeitaria com predominância de revenda,"(30000, 50000]","(450, 600]",0,0,,,0,,,,,,0
PB,JOAO PESSOA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 5,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(3000, 5000]","(2400, 3000]",0,0,,,1,,,,,,0
PE,JABOATAO DOS GUARARAPES,Mercearia & Mercado,206-2 - Sociedade Empresária Limitada,Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(20000, 30000]","(450, 600]",6,1,1,,1,,,"(2.0, 3.0]","(0, 5]",1,1
AL,MACEIO,Bar,213-5 - Empresário (Individual),Fonte 5,56.11-2-04,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento","(0, 1]","(4000, 5000]",0,0,,,0,,,,,,0
PE,RECIFE,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,10.96-1-00,Fabricação de alimentos e pratos prontos,"(3000, 5000]","(25, 50]",0,0,,,1,,,,,,1
PE,JABOATAO DOS GUARARAPES,Mercearia & Mercado,206-2 - Sociedade Empresária Limitada,Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(100000, 200000]","(5000, 8000]",0,0,,,1,,,"(4.0, 4.5]","(300, 500]",1,0
PE,JABOATAO DOS GUARARAPES,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,77.32-2-01,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes","(30000, 50000]","(900, 1150]",0,0,,,0,,,,,,0
AL,MACEIO,Hotel,206-2 - Sociedade Empresária Limitada,Fonte 5,55.10-8-01,Hotéis,"(10000000, 100000000000]","(4000, 5000]",0,0,,,0,,,,,,0
AL,MACEIO,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 5,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(30000, 50000]","(600, 750]",0,0,,,1,,,,,,0
CE,AQUIRAZ,Churrascaria,213-5 - Empresário (Individual),Fonte 1,56.20-1-03,Cantinas - serviços de alimentação privativos,"(200, 1000]","(1600, 2000]",0,0,,,0,,,,,,0
PB,JOAO PESSOA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.21-1-03,Comércio varejista de laticínios e frios,"(0, 1]","(4000, 5000]",0,0,,,0,,,,,,0
CE,FORTALEZA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(2000, 3000]","(2400, 3000]",3,0,29,Financeiro,0,,,,,,1
AL,MACEIO,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,47.29-6-99,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,"(100000, 200000]","(4000, 5000]",3,1,20,"Tecnologia, Bancos e Financeiro, Bancos e Financeiro",1,,,,,,1
CE,PACAJUS,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 5,47.23-7-00,Comércio varejista de bebidas,"(0, 1]","(4000, 5000]",0,0,,,0,,,,,,1
CE,AQUIRAZ,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(30000, 50000]","(5000, 8000]",0,0,,,0,,,,,,0
CE,PACAJUS,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 1,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(3000, 5000]","(900, 1150]",0,0,,,1,,,,,,1
PB,JOAO PESSOA,Açaí & Sorvetes,206-2 - Sociedade Empresária Limitada,Fonte 1,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(200000, 1000000]","(2400, 3000]",0,0,,,1,,,,,,0
AL,MACEIO,Churrascaria,213-5 - Empresário (Individual),Fonte 5,56.12-1-00,Serviços ambulantes de alimentação,"(5000, 8000]","(1600, 2000]",3,0,46,"Bancos e Financeiro, Bancos e Financeiro",1,,,,,,1
PB,JOAO PESSOA,Distribuidor,213-5 - Empresário (Individual),Fonte 1,47.22-9-01,Comércio varejista de carnes - açougues,"(200, 1000]","(150, 250]",0,0,,,0,,,,,,0
PB,JOAO PESSOA,Doces & Confeitaria,206-2 - Sociedade Empresária Limitada,Fonte 1,47.21-1-02,Padaria e confeitaria com predominância de revenda,"(20000, 30000]","(1300, 1600]",0,0,,,0,,,,,,0
CE,FORTALEZA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(200, 1000]","(1300, 1600]",0,0,,,1,,,,,,0
CE,FORTALEZA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 1,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(1500, 2000]","(250, 350]",0,0,,,1,,,,,,0
CE,PACAJUS,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 5,10.91-1-01,Fabricação de produtos de panificação industrial,"(15000, 20000]","(8000, 25000]",2,0,29,Telecomunicações,0,,,,,,0
PB,JOAO PESSOA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,15.29-7-00,Fabricação de artefatos de couro não especificados anteriormente,"(8000, 10000]","(3000, 4000]",0,0,,,0,,,,,,0
PE,RECIFE,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 5,47.21-1-02,Padaria e confeitaria com predominância de revenda,"(50000, 70000]","(600, 750]",3,1,22,"Distribuição, Alimentos e Bebidas",0,,,,,,1
CE,FORTALEZA,Padaria,213-5 - Empresário (Individual),Fonte 1,10.91-1-01,Fabricação de produtos de panificação industrial,"(20000, 30000]","(1300, 1600]",0,0,,,1,,,,,,1
PE,SAO CAITANO,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.11-2-01,Restaurantes e similares,"(8000, 10000]","(0, 25]",2,0,,,0,,,,,,0
CE,CASCAVEL,Hotel,213-5 - Empresário (Individual),Fonte 1,55.10-8-01,Hotéis,"(8000, 10000]","(5000, 8000]",2,2,25,,0,,,,,,0
CE,CASCAVEL,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.11-2-01,Restaurantes e similares,"(8000, 10000]","(1600, 2000]",2,0,16,Bancos e Financeiro,0,,,,,,0
CE,CASCAVEL,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 1,56.11-2-01,Restaurantes e similares,"(15000, 20000]","(5000, 8000]",0,0,,,0,,,,,,0
PE,JABOATAO DOS GUARARAPES,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(30000, 50000]","(25, 50]",0,0,,,0,,,,,,0
